acc_chest_x,acc_chest_y,acc_chest_z,activity_name
-8.1317,-0.48565,-1.9911,Knees bending (crouching)
-8.945,-0.73188,-2.4238,Knees bending (crouching)
-8.8736,-0.76617,-1.9532,Knees bending (crouching)
-9.0877,-0.66666,-2.0179,Knees bending (crouching)
-8.9423,-0.35855,-3.3902,Knees bending (crouching)
-9.1675,0.29548,-2.3524,Knees bending (crouching)
-8.6483,0.09106,-3.6129,Knees bending (crouching)
-10.021,0.042332,-2.133,Knees bending (crouching)
-8.6286,-0.3899,-2.9719,Knees bending (crouching)
-8.7302,0.1448,-3.008,Knees bending (crouching)
-9.0594,-0.060115,-4.058,Knees bending (crouching)
-9.219,0.34375,-3.1901,Knees bending (crouching)
-9.4524,-0.10525,-2.9674,Knees bending (crouching)
-9.8806,-0.92098,-3.6408,Knees bending (crouching)
-9.1163,-0.75114,-3.6992,Knees bending (crouching)
-9.3229,-0.016179,-3.6646,Knees bending (crouching)
-9.1307,0.47204,-2.7996,Knees bending (crouching)
-8.2161,0.70289,-2.7473,Knees bending (crouching)
-8.8497,0.061927,-3.9313,Knees bending (crouching)
-8.8174,0.4676,-3.0527,Knees bending (crouching)
-8.1302,-0.056619,-2.4683,Knees bending (crouching)
-8.8012,-1.3531,-2.7849,Knees bending (crouching)
-8.4827,-1.6234,-3.7145,Knees bending (crouching)
-8.7822,-0.78838,-3.6815,Knees bending (crouching)
-8.8817,0.14339,-3.0187,Knees bending (crouching)
-9.1252,0.20056,-2.9188,Knees bending (crouching)
-10.252,-0.54992,-3.7442,Knees bending (crouching)
-10.849,-0.47757,-4.5061,Knees bending (crouching)
-10.853,-0.29301,-3.7737,Knees bending (crouching)
-11.314,-0.47675,-4.0429,Knees bending (crouching)
-11.717,-0.0096077,-4.6956,Knees bending (crouching)
-12.314,0.040878,-4.2805,Knees bending (crouching)
-11.857,-0.057159,-5.1315,Knees bending (crouching)
-12.914,0.26142,-4.7133,Knees bending (crouching)
-13.256,-0.33573,-4.9355,Knees bending (crouching)
-13.117,-0.18854,-4.3643,Knees bending (crouching)
-12.767,-0.55423,-4.8183,Knees bending (crouching)
-11.84,0.067798,-4.4781,Knees bending (crouching)
-11.254,0.56133,-4.76,Knees bending (crouching)
-10.602,0.29598,-3.8365,Knees bending (crouching)
-9.8953,-0.18453,-3.564,Knees bending (crouching)
-9.8664,-0.11233,-3.6838,Knees bending (crouching)
-8.864,-0.23362,-3.6842,Knees bending (crouching)
-8.2592,-0.17312,-3.0682,Knees bending (crouching)
-7.7351,-0.11574,-3.2315,Knees bending (crouching)
-8.1618,-0.49446,-3.1603,Knees bending (crouching)
-8.0515,-0.45362,-3.0935,Knees bending (crouching)
-7.8686,-0.51035,-3.2986,Knees bending (crouching)
-7.9961,-0.70179,-3.4737,Knees bending (crouching)
-8.1858,-0.81059,-3.894,Knees bending (crouching)
-8.8671,-0.58255,-4.1472,Knees bending (crouching)
-8.9509,-0.43433,-3.9022,Knees bending (crouching)
-9.599,0.15,-4.397,Knees bending (crouching)
-9.9521,0.12997,-4.7673,Knees bending (crouching)
-9.6483,0.091375,-4.6444,Knees bending (crouching)
-9.0079,-0.61297,-4.2762,Knees bending (crouching)
-9.0806,-0.51498,-5.0569,Knees bending (crouching)
-8.9977,-0.11437,-3.6208,Knees bending (crouching)
-8.2595,-0.66195,-4.6912,Knees bending (crouching)
-8.5236,-0.58942,-4.1267,Knees bending (crouching)
-8.4908,-0.71251,-3.9062,Knees bending (crouching)
-7.9749,-0.24271,-3.9061,Knees bending (crouching)
-7.9119,-0.36234,-4.001,Knees bending (crouching)
-7.9329,-0.32292,-3.9238,Knees bending (crouching)
-7.6613,-0.27006,-3.8875,Knees bending (crouching)
-7.6696,0.14773,-4.2604,Knees bending (crouching)
-7.4467,-0.39427,-4.3829,Knees bending (crouching)
-7.869,-0.99655,-4.1739,Knees bending (crouching)
-7.9676,-1.114,-4.6476,Knees bending (crouching)
-9.2412,1.4548,-5.227,Knees bending (crouching)
-11.516,2.5611,-8.0327,Knees bending (crouching)
-11.748,0.02679,-9.3765,Knees bending (crouching)
-12.109,-1.6069,-7.9867,Knees bending (crouching)
-12.06,-1.55,-8.5711,Knees bending (crouching)
-11.865,0.32942,-8.444,Knees bending (crouching)
-9.8765,-0.11672,-8.3052,Knees bending (crouching)
-8.6055,0.47647,-8.7782,Knees bending (crouching)
-9.5715,0.2938,-10.668,Knees bending (crouching)
-10.107,1.3308,-6.8276,Knees bending (crouching)
-9.1339,0.12712,-7.7043,Knees bending (crouching)
-10.695,-2.6263,-9.6785,Knees bending (crouching)
-10.484,-1.0513,-7.3788,Knees bending (crouching)
-7.7855,0.89358,-5.2248,Knees bending (crouching)
-6.5114,1.8325,-6.9298,Knees bending (crouching)
-7.7272,0.50375,-7.5968,Knees bending (crouching)
-8.3077,-0.26947,-5.6032,Knees bending (crouching)
-7.743,0.28103,-4.5326,Knees bending (crouching)
-8.0346,0.21357,-6.1597,Knees bending (crouching)
-8.1009,-0.0064767,-7.4532,Knees bending (crouching)
-7.8408,0.62833,-6.0277,Knees bending (crouching)
-7.5015,0.83461,-5.1038,Knees bending (crouching)
-8.1534,0.092757,-6.318,Knees bending (crouching)
-8.1364,-0.75406,-6.4679,Knees bending (crouching)
-8.1469,-0.22897,-5.4522,Knees bending (crouching)
-8.176,-0.29244,-5.1947,Knees bending (crouching)
-8.797,-0.55483,-5.8394,Knees bending (crouching)
-8.1741,0.12124,-5.147,Knees bending (crouching)
-7.9429,0.17443,-5.1843,Knees bending (crouching)
-7.918,-0.061848,-4.7635,Knees bending (crouching)
-8.9078,-0.065541,-3.3638,Knees bending (crouching)
-8.1608,-0.039467,-4.2141,Knees bending (crouching)
-7.7919,-0.305,-4.5643,Knees bending (crouching)
-7.6743,0.37968,-3.2185,Knees bending (crouching)
-8.0921,-0.44436,-3.0505,Knees bending (crouching)
-8.8144,-1.7021,-3.2479,Knees bending (crouching)
-9.0317,-1.4473,-2.6881,Knees bending (crouching)
-8.0542,-1.3295,-2.3723,Knees bending (crouching)
-7.1198,-0.57319,-3.3358,Knees bending (crouching)
-6.815,-0.66308,-3.1334,Knees bending (crouching)
-6.7852,-0.13612,-1.2544,Knees bending (crouching)
-6.316,-0.35955,-1.6745,Knees bending (crouching)
-6.3389,0.27675,-1.6909,Knees bending (crouching)
-5.0803,0.48055,-1.6199,Knees bending (crouching)
-4.2777,0.25067,-2.0722,Knees bending (crouching)
-4.1505,0.45641,-1.3063,Knees bending (crouching)
-4.9527,0.66316,-0.56137,Knees bending (crouching)
-5.9202,1.0602,-0.8309,Knees bending (crouching)
-6.5431,0.38646,-0.74417,Knees bending (crouching)
-7.5877,0.091972,-0.6233,Knees bending (crouching)
-8.1103,-0.039607,-1.1194,Knees bending (crouching)
-9.5408,-0.23303,-1.3894,Knees bending (crouching)
-10.44,-0.21069,-1.4926,Knees bending (crouching)
-11.101,-0.024066,-1.6232,Knees bending (crouching)
-10.753,0.27081,-0.45984,Knees bending (crouching)
-10.893,0.18163,0.2374,Knees bending (crouching)
-10.069,-0.10796,0.72713,Knees bending (crouching)
-9.8222,-0.30418,0.39368,Knees bending (crouching)
-9.183,0.059106,0.057951,Knees bending (crouching)
-8.7264,0.46135,0.69415,Knees bending (crouching)
-8.0576,0.35681,0.7058,Knees bending (crouching)
-8.1783,0.3268,0.55573,Knees bending (crouching)
-8.8848,-0.20556,0.56045,Knees bending (crouching)
-9.7349,-0.62951,0.69071,Knees bending (crouching)
-10.162,-0.9852,-0.53077,Knees bending (crouching)
-10.318,0.26411,0.64482,Knees bending (crouching)
-9.8094,1.0775,0.62329,Knees bending (crouching)
-9.8862,1.3832,1.2929,Knees bending (crouching)
-9.3793,1.2893,1.0845,Knees bending (crouching)
-9.5452,0.49196,0.8548,Knees bending (crouching)
-9.7081,0.049653,0.47815,Knees bending (crouching)
-9.6844,-0.12399,0.6941,Knees bending (crouching)
-9.7723,0.23046,0.51548,Knees bending (crouching)
-9.7465,0.45778,1.0412,Knees bending (crouching)
-9.6947,0.39081,0.71938,Knees bending (crouching)
-9.5789,0.15691,0.99307,Knees bending (crouching)
-9.322,0.44289,0.9346,Knees bending (crouching)
-9.5963,0.015656,0.9593,Knees bending (crouching)
-9.8593,0.035211,0.76106,Knees bending (crouching)
-9.7906,0.1364,0.81228,Knees bending (crouching)
-9.9782,-0.077725,0.82458,Knees bending (crouching)
-9.5309,0.28038,0.81471,Knees bending (crouching)
-9.4452,0.038717,0.82454,Knees bending (crouching)
-9.4497,0.2608,0.834,Knees bending (crouching)
-9.2977,0.24014,1.0321,Knees bending (crouching)
-9.408,0.19982,0.91272,Knees bending (crouching)
-9.0475,-0.15074,0.97591,Knees bending (crouching)
-8.9759,-0.19691,0.61386,Knees bending (crouching)
-8.8015,0.17655,0.81589,Knees bending (crouching)
-8.9817,1.1062,0.60482,Knees bending (crouching)
-7.6439,1.3876,-0.9488,Knees bending (crouching)
-6.5045,0.98478,0.067578,Knees bending (crouching)
-5.5851,-0.54179,-0.90139,Knees bending (crouching)
-4.6015,-1.24,-1.8169,Knees bending (crouching)
-5.6826,-1.223,-1.5627,Knees bending (crouching)
-8.9046,-0.73096,0.55527,Knees bending (crouching)
-9.3001,-0.14674,-0.68689,Knees bending (crouching)
-8.7342,-0.66239,-1.0807,Knees bending (crouching)
-7.4369,0.12827,-0.06214,Knees bending (crouching)
-6.7177,0.52936,-1.0681,Knees bending (crouching)
-6.9627,0.66032,-1.2774,Knees bending (crouching)
-6.7148,0.89144,-0.90924,Knees bending (crouching)
-7.4244,0.51253,-1.1012,Knees bending (crouching)
-8.2837,0.041605,-1.3331,Knees bending (crouching)
-8.7735,-0.71797,-2.633,Knees bending (crouching)
-9.1052,-0.80244,-1.588,Knees bending (crouching)
-9.1723,0.030098,-1.071,Knees bending (crouching)
-9.6311,0.7472,-2.5328,Knees bending (crouching)
-10.051,1.0421,-3.1483,Knees bending (crouching)
-9.8516,0.6588,-3.0039,Knees bending (crouching)
-9.4733,-0.07456,-2.0172,Knees bending (crouching)
-9.6503,-0.3137,-2.523,Knees bending (crouching)
-9.3971,-0.34575,-3.1048,Knees bending (crouching)
-9.1583,-0.16487,-2.7727,Knees bending (crouching)
-8.3899,-0.20166,-2.3655,Knees bending (crouching)
-9.0592,-0.57302,-3.2726,Knees bending (crouching)
-9.2096,-0.62908,-3.8777,Knees bending (crouching)
-8.9943,-0.78851,-2.871,Knees bending (crouching)
-9.0781,-0.13441,-4.7279,Knees bending (crouching)
-9.1351,0.69318,-3.706,Knees bending (crouching)
-8.9471,-0.12207,-2.8005,Knees bending (crouching)
-9.2106,-0.5802,-3.7154,Knees bending (crouching)
-9.5735,-0.61894,-4.2452,Knees bending (crouching)
-9.4972,0.1137,-3.695,Knees bending (crouching)
-9.3172,0.70808,-3.3573,Knees bending (crouching)
-9.3879,0.2012,-4.2556,Knees bending (crouching)
-9.2395,-0.64956,-3.8795,Knees bending (crouching)
-9.2819,-0.54948,-3.8284,Knees bending (crouching)
-9.3218,-0.57868,-4.9889,Knees bending (crouching)
-9.7417,0.21806,-4.2751,Knees bending (crouching)
-10.066,0.25645,-4.398,Knees bending (crouching)
-10.589,0.15178,-3.5442,Knees bending (crouching)
-10.5,-0.2734,-4.372,Knees bending (crouching)
-11.157,-0.23308,-4.0105,Knees bending (crouching)
-11.352,-0.077976,-3.5544,Knees bending (crouching)
-11.27,-0.15872,-4.488,Knees bending (crouching)
-11.673,-0.19208,-4.5857,Knees bending (crouching)
-11.415,-0.4725,-4.5688,Knees bending (crouching)
-12.06,-0.54464,-5.0701,Knees bending (crouching)
-11.944,0.23727,-4.3576,Knees bending (crouching)
-11.44,0.30064,-4.1308,Knees bending (crouching)
-11.483,0.93853,-5.3366,Knees bending (crouching)
-12.059,0.91648,-2.6965,Knees bending (crouching)
-10.518,0.124,-3.7257,Knees bending (crouching)
-10.503,-0.59564,-3.4641,Knees bending (crouching)
-9.3634,-0.51445,-3.3726,Knees bending (crouching)
-8.7813,-0.33003,-3.0508,Knees bending (crouching)
-8.6554,-0.5612,-4.0505,Knees bending (crouching)
-9.0111,-0.45658,-3.7569,Knees bending (crouching)
-8.5945,-0.5792,-3.1995,Knees bending (crouching)
-8.8162,-0.097952,-3.0614,Knees bending (crouching)
-8.7429,0.27786,-3.196,Knees bending (crouching)
-8.8038,0.2904,-3.5002,Knees bending (crouching)
-8.6395,0.66113,-3.0352,Knees bending (crouching)
-8.5448,0.46991,-3.0103,Knees bending (crouching)
-9.355,0.57714,-3.4323,Knees bending (crouching)
-9.374,0.51566,-3.3641,Knees bending (crouching)
-9.6444,0.40279,-3.4585,Knees bending (crouching)
-9.7296,0.62133,-3.1757,Knees bending (crouching)
-9.3794,0.28181,-3.2167,Knees bending (crouching)
-9.2457,0.16257,-3.2801,Knees bending (crouching)
-9.0146,0.22616,-3.3481,Knees bending (crouching)
-8.9688,0.45989,-3.4428,Knees bending (crouching)
-8.6944,0.37412,-3.6821,Knees bending (crouching)
-8.7728,0.25759,-3.2189,Knees bending (crouching)
-8.5674,-0.92363,-3.0726,Knees bending (crouching)
-7.7587,-0.95193,-3.4751,Knees bending (crouching)
-7.7535,-0.20391,-3.5236,Knees bending (crouching)
-7.8279,0.48464,-2.7564,Knees bending (crouching)
-7.8204,0.10921,-3.5902,Knees bending (crouching)
-7.9763,0.33062,-3.665,Knees bending (crouching)
-8.2215,-0.54278,-3.4383,Knees bending (crouching)
-9.3702,-0.6843,-3.5668,Knees bending (crouching)
-11.77,-0.39363,-5.7407,Knees bending (crouching)
-12.547,0.063898,-6.8153,Knees bending (crouching)
-13.373,0.97758,-7.091,Knees bending (crouching)
-14.392,0.89635,-9.0772,Knees bending (crouching)
-12.892,0.67344,-9.5289,Knees bending (crouching)
-11.144,0.61899,-7.3864,Knees bending (crouching)
-11.249,-0.18395,-6.9955,Knees bending (crouching)
-10.51,-0.25846,-6.8864,Knees bending (crouching)
-8.7128,0.28658,-5.0479,Knees bending (crouching)
-7.1369,-0.22362,-2.957,Knees bending (crouching)
-7.6604,-0.81943,-4.5053,Knees bending (crouching)
-7.2622,-0.52404,-6.3735,Knees bending (crouching)
-6.2286,0.32129,-6.0342,Knees bending (crouching)
-6.6041,0.91033,-5.7181,Knees bending (crouching)
-7.4689,0.72015,-6.7562,Knees bending (crouching)
-8.1042,0.15853,-6.7857,Knees bending (crouching)
-8.365,0.070568,-7.341,Knees bending (crouching)
-8.7016,0.23246,-7.7054,Knees bending (crouching)
-8.7964,0.93122,-6.9688,Knees bending (crouching)
-8.0762,0.27582,-7.3752,Knees bending (crouching)
-8.6166,0.023581,-5.9242,Knees bending (crouching)
-8.0104,0.5211,-7.5952,Knees bending (crouching)
-8.5968,0.040921,-7.6384,Knees bending (crouching)
-8.5948,0.95279,-6.9037,Knees bending (crouching)
-8.3566,0.65651,-7.3409,Knees bending (crouching)
-8.6918,0.24864,-7.2934,Knees bending (crouching)
-8.5787,-0.35963,-6.9587,Knees bending (crouching)
-8.5923,-0.68913,-6.3462,Knees bending (crouching)
-8.5031,-0.095021,-6.0717,Knees bending (crouching)
-8.3243,0.054253,-5.6688,Knees bending (crouching)
-8.1874,0.2787,-5.7539,Knees bending (crouching)
-8.3682,0.73407,-5.0076,Knees bending (crouching)
-8.4766,0.59633,-5.4832,Knees bending (crouching)
-8.2957,0.13685,-4.8087,Knees bending (crouching)
-7.7241,0.34765,-4.1056,Knees bending (crouching)
-7.4985,-0.32972,-4.8297,Knees bending (crouching)
-7.9042,-0.24484,-4.6326,Knees bending (crouching)
-8.003,-0.35548,-2.7583,Knees bending (crouching)
-7.4918,-0.15789,-2.8142,Knees bending (crouching)
-7.7828,0.25077,-3.5669,Knees bending (crouching)
-7.1774,0.28468,-3.3217,Knees bending (crouching)
-6.7818,0.19969,-2.5083,Knees bending (crouching)
-7.0659,-0.2391,-2.3478,Knees bending (crouching)
-7.2463,-0.8173,-2.2841,Knees bending (crouching)
-6.9649,-0.24145,-3.0217,Knees bending (crouching)
-7.1322,0.044705,-2.5118,Knees bending (crouching)
-5.5426,0.3604,-1.1781,Knees bending (crouching)
-5.718,0.041166,-0.74366,Knees bending (crouching)
-5.95,0.027704,-0.63961,Knees bending (crouching)
-6.3266,0.16965,-1.0689,Knees bending (crouching)
-6.6384,1.1142,0.12133,Knees bending (crouching)
-7.0055,0.78067,0.78605,Knees bending (crouching)
-8.3959,0.098192,-0.033268,Knees bending (crouching)
-8.5241,-0.56085,-0.92416,Knees bending (crouching)
-9.143,-0.42418,0.9513,Knees bending (crouching)
-9.0648,-0.79816,0.043955,Knees bending (crouching)
-9.0017,-0.41982,0.65695,Knees bending (crouching)
-8.9842,-0.28708,0.53206,Knees bending (crouching)
-8.8408,-0.38195,1.0709,Knees bending (crouching)
-9.1538,-0.39296,0.84884,Knees bending (crouching)
-9.199,-1.1589,0.63254,Knees bending (crouching)
-9.6195,-0.84228,0.87156,Knees bending (crouching)
-9.5454,-0.0022315,0.77875,Knees bending (crouching)
-9.5433,0.39905,1.057,Knees bending (crouching)
-9.6508,1.228,1.8895,Knees bending (crouching)
-9.4483,0.69644,1.7153,Knees bending (crouching)
-9.6279,0.58795,1.274,Knees bending (crouching)
-9.4106,-0.17623,1.142,Knees bending (crouching)
-9.5109,-0.21214,1.602,Knees bending (crouching)
-9.5178,-0.37168,1.3876,Knees bending (crouching)
-9.6771,0.017368,1.7174,Knees bending (crouching)
-9.4485,-0.30424,1.7831,Knees bending (crouching)
-9.6914,-0.27702,1.8488,Knees bending (crouching)
-9.4212,-0.15448,1.9861,Knees bending (crouching)
-9.5126,-0.12627,2.1044,Knees bending (crouching)
-9.5372,0.094558,2.219,Knees bending (crouching)
-9.3311,-0.11331,2.0003,Knees bending (crouching)
-9.651,-0.27661,1.8488,Knees bending (crouching)
-9.3743,0.028067,1.9604,Knees bending (crouching)
-9.3848,0.050039,1.7729,Knees bending (crouching)
-9.4332,-0.055361,2.1634,Knees bending (crouching)
-9.504,-0.053228,1.8794,Knees bending (crouching)
-9.5741,-0.084204,1.8766,Knees bending (crouching)
-9.6569,0.015783,1.8962,Knees bending (crouching)
-9.4897,-0.26438,1.7973,Knees bending (crouching)
-9.4494,-0.25536,1.9454,Knees bending (crouching)
-9.5699,-0.29473,1.7208,Knees bending (crouching)
-9.8231,0.24771,1.7697,Knees bending (crouching)
-9.2392,-0.16212,1.9223,Knees bending (crouching)
-9.6359,-0.022903,1.7453,Knees bending (crouching)
-9.4606,-0.20354,1.8027,Knees bending (crouching)
-9.4122,-0.098774,1.4753,Knees bending (crouching)
-9.8975,-0.074504,1.5933,Knees bending (crouching)
-9.6269,0.031222,1.3923,Knees bending (crouching)
-9.588,0.10835,1.7992,Knees bending (crouching)
-9.7312,0.19523,1.0491,Knees bending (crouching)
-9.2424,0.00047582,1.8211,Knees bending (crouching)
-9.0785,-0.11321,1.2319,Knees bending (crouching)
-9.157,-0.22952,1.6741,Knees bending (crouching)
-9.1214,0.0093624,1.0535,Knees bending (crouching)
-9.2686,0.29982,1.1533,Knees bending (crouching)
-8.7395,0.10569,0.89372,Knees bending (crouching)
-8.301,-0.10134,0.82246,Knees bending (crouching)
-7.8264,-0.095332,0.69668,Knees bending (crouching)
-7.9228,0.68362,0.48258,Knees bending (crouching)
-7.5144,-0.037548,0.28083,Knees bending (crouching)
-8.6585,0.094832,0.040114,Knees bending (crouching)
-8.7607,0.66169,-0.18255,Knees bending (crouching)
-8.5929,0.35095,-1.2632,Knees bending (crouching)
-9.0185,0.4186,-1.3834,Knees bending (crouching)
-8.4444,0.50254,-0.11267,Knees bending (crouching)
-8.0817,0.045302,-0.49066,Knees bending (crouching)
-7.5764,0.03269,-0.74443,Knees bending (crouching)
-6.8745,-0.21586,-0.44048,Knees bending (crouching)
-6.3084,-0.23606,-0.8844,Knees bending (crouching)
-6.381,-0.64792,-1.1846,Knees bending (crouching)
-7.4718,-0.14519,-1.0341,Knees bending (crouching)
-7.6319,-0.22321,-0.46219,Knees bending (crouching)
-7.5551,-0.023021,-1.2126,Knees bending (crouching)
-7.7584,0.039601,-1.6175,Knees bending (crouching)
-8.4855,0.03465,-1.8495,Knees bending (crouching)
-8.4685,0.19083,-2.2986,Knees bending (crouching)
-9.7668,-0.043435,-1.3829,Knees bending (crouching)
-8.6778,-0.4521,-2.8617,Knees bending (crouching)
-9.1931,0.057226,-1.7843,Knees bending (crouching)
-8.8917,-0.36341,-2.8538,Knees bending (crouching)
-9.1191,-0.10539,-2.62,Knees bending (crouching)
-8.9496,0.0034231,-3.2313,Knees bending (crouching)
-8.3998,-0.20974,-3.5873,Knees bending (crouching)
-8.2036,-0.42602,-3.9857,Knees bending (crouching)
-8.5219,-0.67287,-4.8711,Knees bending (crouching)
-9.262,-0.53667,-4.0799,Knees bending (crouching)
-9.3226,0.97693,-2.9752,Knees bending (crouching)
-8.7896,0.088074,-4.4658,Knees bending (crouching)
-8.5095,0.72971,-4.7133,Knees bending (crouching)
-8.0983,0.37199,-4.8928,Knees bending (crouching)
-8.3079,0.24248,-4.2729,Knees bending (crouching)
-8.4337,-0.03063,-4.3607,Knees bending (crouching)
-8.839,-0.47189,-5.0846,Knees bending (crouching)
-8.5914,-0.73391,-4.8976,Knees bending (crouching)
-8.7358,-0.58555,-4.7264,Knees bending (crouching)
-9.0834,0.13108,-4.0093,Knees bending (crouching)
-8.8899,0.048598,-4.6588,Knees bending (crouching)
-8.6764,-0.52314,-4.8471,Knees bending (crouching)
-8.7436,-0.19467,-5.4386,Knees bending (crouching)
-9.459,-0.28434,-4.2572,Knees bending (crouching)
-9.1766,-0.76562,-4.3321,Knees bending (crouching)
-9.8979,-1.0625,-4.6535,Knees bending (crouching)
-9.5054,-0.48643,-4.2964,Knees bending (crouching)
-9.9662,-0.1744,-4.6473,Knees bending (crouching)
-10.823,-0.27725,-5.3197,Knees bending (crouching)
-10.911,-0.42982,-5.3018,Knees bending (crouching)
-10.972,-0.38166,-5.1291,Knees bending (crouching)
-11.627,-0.48723,-5.3281,Knees bending (crouching)
-12.051,-0.46288,-5.1574,Knees bending (crouching)
-12.059,-0.06811,-5.2482,Knees bending (crouching)
-11.811,0.15681,-5.2701,Knees bending (crouching)
-11.835,0.35326,-5.7472,Knees bending (crouching)
-11.13,-0.06755,-5.385,Knees bending (crouching)
-10.506,0.06714,-5.0992,Knees bending (crouching)
-9.7246,-0.1333,-4.4752,Knees bending (crouching)
-8.9918,-0.40982,-4.3737,Knees bending (crouching)
-8.2123,-0.49601,-4.0657,Knees bending (crouching)
-8.4689,-0.29442,-4.2791,Knees bending (crouching)
-8.4788,-0.30304,-4.4378,Knees bending (crouching)
-8.5645,-0.5647,-4.6192,Knees bending (crouching)
-8.271,-0.59278,-4.5481,Knees bending (crouching)
-8.2313,-0.55497,-4.2499,Knees bending (crouching)
-8.16,-0.082666,-3.9338,Knees bending (crouching)
-8.2445,-0.40246,-4.3625,Knees bending (crouching)
-8.7746,-0.15882,-4.0038,Knees bending (crouching)
-8.7077,0.03055,-4.692,Knees bending (crouching)
-9.1758,0.20206,-5.1397,Knees bending (crouching)
-8.8139,0.2903,-3.5002,Knees bending (crouching)
-8.323,-0.51667,-4.1307,Knees bending (crouching)
-9.0339,-0.82968,-4.8536,Knees bending (crouching)
-8.8035,-0.23122,-5.884,Knees bending (crouching)
-8.2296,0.36983,-4.8088,Knees bending (crouching)
-7.5452,0.49199,-4.2189,Knees bending (crouching)
-7.9762,1.3372,-3.3112,Knees bending (crouching)
-7.7387,0.57005,-3.1276,Knees bending (crouching)
-7.9795,-0.52144,-3.3101,Knees bending (crouching)
-7.8092,-0.44941,-4.2826,Knees bending (crouching)
-6.8823,-0.83226,-4.4644,Knees bending (crouching)
-7.0792,-1.0883,-4.3085,Knees bending (crouching)
-8.257,-0.78734,-4.2709,Knees bending (crouching)
-8.2723,-0.52782,-5.9949,Knees bending (crouching)
-7.7734,-0.22071,-5.9041,Knees bending (crouching)
-8.8529,1.7357,-5.6543,Knees bending (crouching)
-11.664,3.9066,-7.3747,Knees bending (crouching)
-12.987,-0.16144,-14.015,Knees bending (crouching)
-11.665,-3.599,-11.366,Knees bending (crouching)
-10.834,-2.7385,-6.678,Knees bending (crouching)
-11.646,-2.0664,-7.0281,Knees bending (crouching)
-9.048,-0.62797,-7.867,Knees bending (crouching)
-8.846,-0.12198,-8.7689,Knees bending (crouching)
-9.1056,-1.2854,-10.874,Knees bending (crouching)
-9.3906,-0.67008,-9.0498,Knees bending (crouching)
-11.478,2.6977,-5.494,Knees bending (crouching)
-11.066,1.8054,-9.7849,Knees bending (crouching)
-10.006,1.3085,-8.5349,Knees bending (crouching)
-7.3309,0.38449,-5.3759,Knees bending (crouching)
-7.298,-1.2629,-6.261,Knees bending (crouching)
-7.6728,-2.2205,-7.842,Knees bending (crouching)
-7.3291,-1.7266,-6.387,Knees bending (crouching)
-7.1502,-0.063529,-5.8478,Knees bending (crouching)
-8.2402,0.39433,-6.2592,Knees bending (crouching)
-8.3466,0.15653,-6.828,Knees bending (crouching)
-7.5227,-0.12896,-5.7379,Knees bending (crouching)
-7.8848,-0.20501,-5.5658,Knees bending (crouching)
-8.271,-0.59351,-6.4955,Knees bending (crouching)
-8.0701,-0.53295,-6.2901,Knees bending (crouching)
-7.8973,-0.085712,-5.3867,Knees bending (crouching)
-7.9688,-0.042379,-5.7512,Knees bending (crouching)
-8.7118,0.23666,-5.105,Knees bending (crouching)
-8.4487,0.21227,-4.423,Knees bending (crouching)
-7.8906,-0.41711,-4.5639,Knees bending (crouching)
-7.885,-0.19282,-4.7647,Knees bending (crouching)
-8.0931,-0.39674,-3.7725,Knees bending (crouching)
-7.9415,-0.40143,-4.1624,Knees bending (crouching)
-7.7378,-0.48244,-3.9382,Knees bending (crouching)
-7.264,0.070828,-3.2357,Knees bending (crouching)
-7.003,-0.35432,-2.8845,Knees bending (crouching)
-7.1719,-1.0003,-3.1006,Knees bending (crouching)
-7.173,-1.4515,-2.4254,Knees bending (crouching)
-7.3126,-1.5439,-3.4232,Knees bending (crouching)
-7.9395,-1.0051,-2.3747,Knees bending (crouching)
-7.9014,-0.386,-1.6242,Knees bending (crouching)
-7.8007,-0.36702,-1.4015,Knees bending (crouching)
-8.2991,-1.2051,-0.91899,Knees bending (crouching)
-8.6804,-0.82785,-1.6535,Knees bending (crouching)
-8.6803,-0.32787,-2.1558,Knees bending (crouching)
-8.213,0.043153,-1.4172,Knees bending (crouching)
-7.9012,0.1126,-0.97934,Knees bending (crouching)
-8.0241,-0.3106,-0.19638,Knees bending (crouching)
-8.4083,-0.29257,-0.36317,Knees bending (crouching)
-7.7677,-0.50262,-0.93997,Knees bending (crouching)
-7.7674,-0.51923,-1.2994,Knees bending (crouching)
-7.8787,-0.0043918,-0.36882,Knees bending (crouching)
-7.9423,0.14362,-0.081811,Knees bending (crouching)
-7.8958,-0.16109,0.13287,Knees bending (crouching)
-7.3323,-1.0635,0.030598,Knees bending (crouching)
-7.789,-0.95382,-0.28584,Knees bending (crouching)
-7.6394,-0.35291,0.37876,Knees bending (crouching)
-7.8835,-0.26768,0.70222,Knees bending (crouching)
-7.7493,0.091927,1.2399,Knees bending (crouching)
-8.8408,-0.38247,1.1235,Knees bending (crouching)
-9.8453,-0.66446,1.0455,Knees bending (crouching)
-9.4004,-0.68893,0.90642,Knees bending (crouching)
-9.8085,0.023097,2.0231,Knees bending (crouching)
-9.4666,0.098634,0.87203,Knees bending (crouching)
-9.1698,0.41077,1.2685,Knees bending (crouching)
-9.1551,0.18048,1.0794,Knees bending (crouching)
-9.5473,-0.41455,1.6048,Knees bending (crouching)
-9.5922,-0.18677,1.0042,Knees bending (crouching)
-10.072,-0.41591,1.2152,Knees bending (crouching)
